player_name,team,position,date,opponent,is_home,points,rebounds,assists,steals,blocks,three_pm
Donovan Mitchell,CLE,SG,2025-10-27,DET,0,35,1,2,0,0,2
Donovan Mitchell,CLE,SG,2025-10-26,MIL,1,24,3,4,1,0,1
Donovan Mitchell,CLE,SG,2025-10-24,BKN,0,35,2,5,3,0,6
Donovan Mitchell,CLE,SG,2025-10-22,NYK,0,31,2,5,2,1,2
Franz Wagner,ORL,SF,2025-12-07,NYK,0,7,3,1,1,0,1
Franz Wagner,ORL,SF,2025-12-05,MIA,1,32,5,3,1,0,4
Franz Wagner,ORL,SF,2025-12-03,SAS,1,25,4,6,2,1,1
Franz Wagner,ORL,SF,2025-12-01,CHI,1,25,6,2,2,1,0
Franz Wagner,ORL,SF,2025-11-28,DET,0,21,7,1,3,0,0
Franz Wagner,ORL,SF,2025-11-25,PHI,0,21,5,3,1,0,1
Franz Wagner,ORL,SF,2025-11-23,BOS,0,15,8,5,0,0,0
Franz Wagner,ORL,SF,2025-11-22,NYK,1,37,6,7,0,0,4
Franz Wagner,ORL,SF,2025-11-20,LAC,1,20,6,3,1,0,0
Franz Wagner,ORL,SF,2025-11-18,GSW,1,18,8,3,1,1,0
Franz Wagner,ORL,SF,2025-11-16,HOU,0,29,5,4,2,0,3
Franz Wagner,ORL,SF,2025-11-14,BKN,1,25,6,5,0,0,3
Franz Wagner,ORL,SF,2025-11-12,NYK,0,28,9,4,2,1,2
Franz Wagner,ORL,SF,2025-11-10,POR,1,19,9,6,1,2,1
Franz Wagner,ORL,SF,2025-11-09,BOS,1,20,9,3,2,0,1
Franz Wagner,ORL,SF,2025-11-07,BOS,1,27,6,6,0,1,2
Franz Wagner,ORL,SF,2025-11-04,ATL,0,18,5,2,0,0,0
Franz Wagner,ORL,SF,2025-11-01,WAS,0,25,6,6,3,0,2
Franz Wagner,ORL,SF,2025-10-30,CHA,0,21,5,3,1,0,3
Franz Wagner,ORL,SF,2025-10-29,DET,0,22,7,2,0,1,3
Franz Wagner,ORL,SF,2025-10-27,PHI,0,22,4,4,0,1,1
Franz Wagner,ORL,SF,2025-10-25,CHI,1,17,7,1,2,0,0
Franz Wagner,ORL,SF,2025-10-24,ATL,1,27,6,2,1,0,2
Franz Wagner,ORL,SF,2025-10-22,MIA,1,24,4,6,2,0,2
Giannis Antetokounmpo,MIL,PF,2025-12-03,DET,1,2,1,1,0,0,0
Giannis Antetokounmpo,MIL,PF,2025-12-01,WAS,0,26,7,4,1,1,0
Giannis Antetokounmpo,MIL,PF,2025-11-29,BKN,1,29,8,2,2,0,1
Giannis Antetokounmpo,MIL,PF,2025-11-28,NYK,0,30,15,8,1,0,0
Giannis Antetokounmpo,MIL,PF,2025-11-17,CLE,0,14,5,4,1,0,0
Giannis Antetokounmpo,MIL,PF,2025-11-15,LAL,1,32,10,5,0,1,1
Giannis Antetokounmpo,MIL,PF,2025-11-14,CHA,1,25,7,18,2,1,0
Giannis Antetokounmpo,MIL,PF,2025-11-10,DAL,0,30,8,6,1,3,1
Giannis Antetokounmpo,MIL,PF,2025-11-09,HOU,1,37,8,3,0,1,0
Giannis Antetokounmpo,MIL,PF,2025-11-07,CHI,1,41,15,9,2,2,1
Giannis Antetokounmpo,MIL,PF,2025-11-04,TOR,0,22,8,3,0,1,0
Giannis Antetokounmpo,MIL,PF,2025-11-03,IND,0,33,13,5,2,0,1
Giannis Antetokounmpo,MIL,PF,2025-11-01,SAC,1,26,11,8,1,1,1
Giannis Antetokounmpo,MIL,PF,2025-10-28,NYK,1,37,8,7,1,2,0
Giannis Antetokounmpo,MIL,PF,2025-10-26,CLE,0,40,14,9,2,2,1
Giannis Antetokounmpo,MIL,PF,2025-10-24,TOR,0,31,20,7,0,1,2
Giannis Antetokounmpo,MIL,PF,2025-10-22,WAS,1,37,14,5,0,0,1
Ja Morant,MEM,PG,2025-12-15,LAC,0,12,3,4,1,1,1
Ja Morant,MEM,PG,2025-12-12,UTA,1,21,4,10,0,1,2
Ja Morant,MEM,PG,2025-11-15,CLE,0,7,1,2,0,0,0
Ja Morant,MEM,PG,2025-11-11,NYK,0,16,3,10,0,0,2
Ja Morant,MEM,PG,2025-11-09,OKC,1,11,3,8,1,0,2
Ja Morant,MEM,PG,2025-11-07,DAL,1,21,5,13,3,0,0
Ja Morant,MEM,PG,2025-11-05,HOU,1,17,5,8,1,1,1
Ja Morant,MEM,PG,2025-11-03,DET,1,18,5,10,1,0,0
Ja Morant,MEM,PG,2025-10-31,LAL,1,8,1,7,1,0,0
Ja Morant,MEM,PG,2025-10-29,PHX,0,28,8,7,2,0,3
Ja Morant,MEM,PG,2025-10-27,GSW,0,23,3,9,1,0,0
Ja Morant,MEM,PG,2025-10-25,IND,1,19,3,8,1,0,0
Ja Morant,MEM,PG,2025-10-24,MIA,1,12,2,6,0,0,0
Ja Morant,MEM,PG,2025-10-22,NOP,1,35,3,3,1,0,2
Jaden Ivey,DET,SG,2025-12-15,BOS,0,10,3,3,2,0,1
Jaden Ivey,DET,SG,2025-12-12,ATL,1,10,2,4,2,0,0
Jaden Ivey,DET,SG,2025-12-06,MIL,1,10,5,2,0,0,3
Jaden Ivey,DET,SG,2025-12-05,POR,1,2,3,2,0,0,0
Jaden Ivey,DET,SG,2025-12-03,MIL,0,15,6,1,0,1,2
Jaden Ivey,DET,SG,2025-12-01,ATL,1,0,0,1,0,0,0
Jaden Ivey,DET,SG,2025-11-29,MIA,0,9,2,1,0,0,1
Jaden Ivey,DET,SG,2025-11-28,ORL,1,3,0,0,0,0,1
Jaden Ivey,DET,SG,2025-11-26,BOS,0,7,4,0,1,0,0
Jaden Ivey,DET,SG,2025-11-24,IND,0,12,3,1,0,0,2
Jaden Ivey,DET,SG,2025-11-22,MIL,0,10,1,2,1,0,1
Jalen Brunson,NYK,PG,2025-12-13,ORL,0,40,4,8,1,0,2
Jalen Brunson,NYK,PG,2025-12-09,TOR,0,35,3,4,0,1,6
Jalen Brunson,NYK,PG,2025-12-07,ORL,1,30,2,9,0,0,1
Jalen Brunson,NYK,PG,2025-12-05,UTA,1,33,2,4,0,0,6
Jalen Brunson,NYK,PG,2025-12-03,CHA,1,26,2,5,3,0,1
Jalen Brunson,NYK,PG,2025-12-02,BOS,0,15,2,11,1,0,1
Jalen Brunson,NYK,PG,2025-11-30,TOR,1,18,6,7,0,0,1
Jalen Brunson,NYK,PG,2025-11-28,MIL,1,37,1,5,1,0,4
Jalen Brunson,NYK,PG,2025-11-26,CHA,0,33,2,3,0,0,2
Jalen Brunson,NYK,PG,2025-11-24,BKN,0,27,3,3,1,0,4
Jalen Brunson,NYK,PG,2025-11-22,ORL,0,33,3,11,0,0,3
Jalen Brunson,NYK,PG,2025-11-19,DAL,0,28,3,5,1,1,2
Jalen Brunson,NYK,PG,2025-11-12,ORL,1,31,3,6,0,0,1
Jalen Brunson,NYK,PG,2025-11-11,MEM,1,32,5,10,0,0,6
Jalen Brunson,NYK,PG,2025-11-09,BKN,1,19,0,7,0,0,3
Jalen Brunson,NYK,PG,2025-11-05,MIN,1,23,7,10,1,0,3
Jalen Brunson,NYK,PG,2025-11-03,WAS,1,16,1,9,1,0,1
Jalen Brunson,NYK,PG,2025-11-02,CHI,1,31,5,3,2,0,4
Jalen Brunson,NYK,PG,2025-10-31,CHI,0,29,2,7,0,0,3
Jalen Brunson,NYK,PG,2025-10-28,MIL,0,36,4,3,2,0,1
Jalen Brunson,NYK,PG,2025-10-26,MIA,0,37,5,7,3,0,5
Jalen Brunson,NYK,PG,2025-10-24,BOS,1,31,3,5,0,0,3
Jalen Brunson,NYK,PG,2025-10-22,CLE,1,23,4,5,0,0,1
Jalen Green,PHX,SG,2025-11-08,LAC,0,2,1,1,0,0,0
Jalen Green,PHX,SG,2025-11-06,LAC,1,29,3,3,2,0,6
